number,value,params_fast_period,params_slow_period,params_stop_loss_pct,params_stop_loss_type,params_take_profit_atr_mult,user_attrs_annualized_return,user_attrs_final_value,user_attrs_initial_capital,user_attrs_lost_trades,user_attrs_max_drawdown,user_attrs_pnl,user_attrs_pnl_pct,user_attrs_sharpe_ratio,user_attrs_strategy_params,user_attrs_total_return,user_attrs_total_trades,user_attrs_won_trades
247,-1.9742345543783886,6,50,0.045000000000000005,trailing,5.0,3.010921725221127e-06,10013.889986816523,10000.0,3.0,0.4360867401646862,13.88998681652265,0.0013889986816522093,-1.9742345543783886,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0013880349153269395,5.0,2.0
248,-1.9742345543783886,6,50,0.045000000000000005,trailing,5.0,3.010921725221127e-06,10013.889986816523,10000.0,3.0,0.4360867401646862,13.88998681652265,0.0013889986816522093,-1.9742345543783886,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0013880349153269395,5.0,2.0
249,-1.9742345543783886,6,50,0.045000000000000005,trailing,5.0,3.010921725221127e-06,10013.889986816523,10000.0,3.0,0.4360867401646862,13.88998681652265,0.0013889986816522093,-1.9742345543783886,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0013880349153269395,5.0,2.0
250,-1.9742345543783886,6,50,0.045000000000000005,trailing,5.0,3.010921725221127e-06,10013.889986816523,10000.0,3.0,0.4360867401646862,13.88998681652265,0.0013889986816522093,-1.9742345543783886,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0013880349153269395,5.0,2.0
251,-1.9742345543783886,6,50,0.045000000000000005,trailing,5.0,3.010921725221127e-06,10013.889986816523,10000.0,3.0,0.4360867401646862,13.88998681652265,0.0013889986816522093,-1.9742345543783886,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0013880349153269395,5.0,2.0
252,-1.9742345543783886,6,50,0.045000000000000005,trailing,5.0,3.010921725221127e-06,10013.889986816523,10000.0,3.0,0.4360867401646862,13.88998681652265,0.0013889986816522093,-1.9742345543783886,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0013880349153269395,5.0,2.0
253,-1.9742345543783886,6,50,0.045000000000000005,trailing,5.0,3.010921725221127e-06,10013.889986816523,10000.0,3.0,0.4360867401646862,13.88998681652265,0.0013889986816522093,-1.9742345543783886,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0013880349153269395,5.0,2.0
254,-1.9742345543783886,6,50,0.045000000000000005,trailing,5.0,3.010921725221127e-06,10013.889986816523,10000.0,3.0,0.4360867401646862,13.88998681652265,0.0013889986816522093,-1.9742345543783886,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0013880349153269395,5.0,2.0
255,-1.9742345543783886,6,50,0.045000000000000005,trailing,5.0,3.010921725221127e-06,10013.889986816523,10000.0,3.0,0.4360867401646862,13.88998681652265,0.0013889986816522093,-1.9742345543783886,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0013880349153269395,5.0,2.0
256,-1.9742345543783886,6,50,0.045000000000000005,trailing,5.0,3.010921725221127e-06,10013.889986816523,10000.0,3.0,0.4360867401646862,13.88998681652265,0.0013889986816522093,-1.9742345543783886,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0013880349153269395,5.0,2.0
257,-1.9742345543783886,6,50,0.045000000000000005,trailing,5.0,3.010921725221127e-06,10013.889986816523,10000.0,3.0,0.4360867401646862,13.88998681652265,0.0013889986816522093,-1.9742345543783886,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0013880349153269395,5.0,2.0
258,-1.9742345543783886,6,50,0.045000000000000005,trailing,5.0,3.010921725221127e-06,10013.889986816523,10000.0,3.0,0.4360867401646862,13.88998681652265,0.0013889986816522093,-1.9742345543783886,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0013880349153269395,5.0,2.0
259,-1.9742345543783886,6,50,0.045000000000000005,trailing,5.0,3.010921725221127e-06,10013.889986816523,10000.0,3.0,0.4360867401646862,13.88998681652265,0.0013889986816522093,-1.9742345543783886,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0013880349153269395,5.0,2.0
260,-1.9742345543783886,6,50,0.045000000000000005,trailing,5.0,3.010921725221127e-06,10013.889986816523,10000.0,3.0,0.4360867401646862,13.88998681652265,0.0013889986816522093,-1.9742345543783886,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0013880349153269395,5.0,2.0
261,-2.289393237533156,5,50,0.045000000000000005,trailing,5.0,8.017587123431922e-06,10037.029466931674,10000.0,3.0,0.4940452967445513,37.029466931673596,0.003702946693167286,-2.289393237533156,"{'fast_period': 5, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0036961076639021157,6.0,3.0
262,-2.289393237533156,5,50,0.045000000000000005,trailing,5.0,8.017587123431922e-06,10037.029466931674,10000.0,3.0,0.4940452967445513,37.029466931673596,0.003702946693167286,-2.289393237533156,"{'fast_period': 5, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0036961076639021157,6.0,3.0
263,-2.289393237533156,5,50,0.045000000000000005,trailing,5.0,8.017587123431922e-06,10037.029466931674,10000.0,3.0,0.4940452967445513,37.029466931673596,0.003702946693167286,-2.289393237533156,"{'fast_period': 5, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0036961076639021157,6.0,3.0
264,-2.289393237533156,5,50,0.045000000000000005,trailing,5.0,8.017587123431922e-06,10037.029466931674,10000.0,3.0,0.4940452967445513,37.029466931673596,0.003702946693167286,-2.289393237533156,"{'fast_period': 5, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0036961076639021157,6.0,3.0
265,-2.289393237533156,5,50,0.045000000000000005,trailing,5.0,8.017587123431922e-06,10037.029466931674,10000.0,3.0,0.4940452967445513,37.029466931673596,0.003702946693167286,-2.289393237533156,"{'fast_period': 5, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0036961076639021157,6.0,3.0
266,-2.289393237533156,5,50,0.045000000000000005,trailing,5.0,8.017587123431922e-06,10037.029466931674,10000.0,3.0,0.4940452967445513,37.029466931673596,0.003702946693167286,-2.289393237533156,"{'fast_period': 5, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0036961076639021157,6.0,3.0
267,-2.289393237533156,5,50,0.045000000000000005,trailing,5.0,8.017587123431922e-06,10037.029466931674,10000.0,3.0,0.4940452967445513,37.029466931673596,0.003702946693167286,-2.289393237533156,"{'fast_period': 5, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0036961076639021157,6.0,3.0
268,-2.109801777287879,6,50,0.04,trailing,5.0,5.514519772154762e-06,10025.454277291521,10000.0,3.0,0.3210869289080806,25.454277291521066,0.0025454277291521166,-2.109801777287879,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0025421936149633453,5.0,2.0
269,-2.109801777287879,6,50,0.04,trailing,5.0,5.514519772154762e-06,10025.454277291521,10000.0,3.0,0.3210869289080806,25.454277291521066,0.0025454277291521166,-2.109801777287879,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0025421936149633453,5.0,2.0
270,,6,55,0.045000000000000005,,5.0,,,,,,,,,"{'fast_period': 6, 'slow_period': 55, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",,,
271,,6,55,0.045000000000000005,,5.0,,,,,,,,,"{'fast_period': 6, 'slow_period': 55, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",,,
272,,6,55,0.045000000000000005,,5.0,,,,,,,,,"{'fast_period': 6, 'slow_period': 55, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",,,
273,,6,50,0.045000000000000005,,5.0,,,,,,,,,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",,,
274,,6,55,0.045000000000000005,,5.0,,,,,,,,,"{'fast_period': 6, 'slow_period': 55, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",,,
275,,6,50,0.045000000000000005,,5.0,,,,,,,,,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",,,
276,,6,55,0.045000000000000005,,5.0,,,,,,,,,"{'fast_period': 6, 'slow_period': 55, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",,,
277,,6,55,0.045000000000000005,,5.0,,,,,,,,,"{'fast_period': 6, 'slow_period': 55, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",,,
278,,4,55,0.045000000000000005,,5.0,,,,,,,,,"{'fast_period': 4, 'slow_period': 55, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",,,
279,,6,55,0.045000000000000005,,5.0,,,,,,,,,"{'fast_period': 6, 'slow_period': 55, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",,,
280,,6,55,0.045000000000000005,,5.0,,,,,,,,,"{'fast_period': 6, 'slow_period': 55, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",,,
281,,6,55,0.045000000000000005,,5.0,,,,,,,,,"{'fast_period': 6, 'slow_period': 55, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",,,
282,,6,60,0.045000000000000005,,5.0,,,,,,,,,"{'fast_period': 6, 'slow_period': 60, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",,,
283,,6,55,0.045000000000000005,,5.0,,,,,,,,,"{'fast_period': 6, 'slow_period': 55, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",,,
284,,6,55,0.045000000000000005,,5.0,,,,,,,,,"{'fast_period': 6, 'slow_period': 55, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",,,
285,,4,50,0.045000000000000005,,5.0,,,,,,,,,"{'fast_period': 4, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",,,
286,-5.940931459901815,6,55,0.045000000000000005,,5.0,-9.563251110215347e-07,9983.574276352072,10000.0,16.0,0.6645032196094146,-16.425723647927953,-0.0016425723647928159,-5.940931459901815,"{'fast_period': 6, 'slow_period': 55, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.001643922865846018,25.0,9.0
287,-8.667900035713693,6,60,0.045000000000000005,,5.0,1.698943249467973e-06,10029.247522122232,10000.0,11.0,0.3429241285716967,29.247522122232112,0.002924752212223103,-8.667900035713693,"{'fast_period': 6, 'slow_period': 60, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0029204834458354456,19.0,8.0
288,-5.940931459901815,6,55,0.045000000000000005,,5.0,-9.563251110215347e-07,9983.574276352072,10000.0,16.0,0.6645032196094146,-16.425723647927953,-0.0016425723647928159,-5.940931459901815,"{'fast_period': 6, 'slow_period': 55, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.001643922865846018,25.0,9.0
289,-5.940931459901815,6,55,0.045000000000000005,,5.0,-9.563251110215347e-07,9983.574276352072,10000.0,16.0,0.6645032196094146,-16.425723647927953,-0.0016425723647928159,-5.940931459901815,"{'fast_period': 6, 'slow_period': 55, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.001643922865846018,25.0,9.0
290,-7.976267240216935,4,70,0.045000000000000005,,5.0,3.344462323093005e-06,10057.656887015915,10000.0,10.0,0.4018363023145434,57.656887015915345,0.005765688701591554,-7.976267240216935,"{'fast_period': 4, 'slow_period': 70, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.005749130733396876,22.0,12.0
291,-5.940931459901815,6,55,0.045000000000000005,,5.0,-9.563251110215347e-07,9983.574276352072,10000.0,16.0,0.6645032196094146,-16.425723647927953,-0.0016425723647928159,-5.940931459901815,"{'fast_period': 6, 'slow_period': 55, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.001643922865846018,25.0,9.0
292,-5.940931459901815,6,55,0.045000000000000005,,5.0,-9.563251110215347e-07,9983.574276352072,10000.0,16.0,0.6645032196094146,-16.425723647927953,-0.0016425723647928159,-5.940931459901815,"{'fast_period': 6, 'slow_period': 55, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.001643922865846018,25.0,9.0
293,-5.442966493489596,4,55,0.045000000000000005,,5.0,2.2264871374148125e-07,10003.828063905945,10000.0,16.0,0.5911307346517696,3.828063905944873,0.00038280639059440347,-5.442966493489596,"{'fast_period': 4, 'slow_period': 55, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.00038273313892160627,27.0,11.0
294,-5.940931459901815,6,55,0.045000000000000005,,5.0,-9.563251110215347e-07,9983.574276352072,10000.0,16.0,0.6645032196094146,-16.425723647927953,-0.0016425723647928159,-5.940931459901815,"{'fast_period': 6, 'slow_period': 55, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.001643922865846018,25.0,9.0
295,-5.534395312207885,6,70,0.035,,5.0,3.6933119472253282e-06,10063.689996068564,10000.0,7.0,0.2038848879324858,63.68999606856414,0.006368999606856329,-5.534395312207885,"{'fast_period': 6, 'slow_period': 70, 'stop_loss_pct': 0.035, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0063488032372803396,18.0,11.0
296,-5.631702408530314,6,50,0.035,,5.0,2.0783218832963276e-06,10035.790247857562,10000.0,14.0,0.3513840523937271,35.79024785756155,0.003579024785756113,-5.631702408530314,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.035, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0035726353173863874,24.0,10.0
297,-5.251360079797578,6,50,0.05,,5.0,1.189872098060738e-06,10020.474833738908,10000.0,13.0,0.43971545262870315,20.474833738908274,0.002047483373890824,-5.251360079797578,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0020453901365664086,23.0,10.0
298,-5.251360079797578,6,50,0.05,,5.0,1.189872098060738e-06,10020.474833738908,10000.0,13.0,0.43971545262870315,20.474833738908274,0.002047483373890824,-5.251360079797578,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0020453901365664086,23.0,10.0
299,-5.251360079797578,6,50,0.05,,5.0,1.189872098060738e-06,10020.474833738908,10000.0,13.0,0.43971545262870315,20.474833738908274,0.002047483373890824,-5.251360079797578,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0020453901365664086,23.0,10.0
300,-5.251360079797578,6,50,0.05,,5.0,1.189872098060738e-06,10020.474833738908,10000.0,13.0,0.43971545262870315,20.474833738908274,0.002047483373890824,-5.251360079797578,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0020453901365664086,23.0,10.0
301,-5.251360079797578,6,50,0.05,,5.0,1.189872098060738e-06,10020.474833738908,10000.0,13.0,0.43971545262870315,20.474833738908274,0.002047483373890824,-5.251360079797578,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0020453901365664086,23.0,10.0
302,-5.251360079797578,6,50,0.05,,5.0,1.189872098060738e-06,10020.474833738908,10000.0,13.0,0.43971545262870315,20.474833738908274,0.002047483373890824,-5.251360079797578,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0020453901365664086,23.0,10.0
303,-7.175668715636228,6,60,0.05,,5.0,5.527958056774153e-07,10009.50707626228,10000.0,11.0,0.356645447566172,9.507076262279952,0.0009507076262280645,-7.175668715636228,"{'fast_period': 6, 'slow_period': 60, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0009502559899594768,19.0,8.0
304,-6.340748350226665,6,65,0.05,,5.0,1.323740124956935e-06,10022.781002108912,10000.0,10.0,0.3199791186482771,22.781002108911707,0.002278100210891143,-6.340748350226665,"{'fast_period': 6, 'slow_period': 65, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0022755092748009713,20.0,10.0
305,-6.380976780048045,6,50,0.045000000000000005,,5.0,9.553380191833548e-07,10016.435752466421,10000.0,14.0,0.39768562673618013,16.435752466421036,0.0016435752466421594,-6.380976780048045,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.001642226054976187,24.0,10.0
306,-6.380976780048045,6,50,0.045000000000000005,,5.0,9.553380191833548e-07,10016.435752466421,10000.0,14.0,0.39768562673618013,16.435752466421036,0.0016435752466421594,-6.380976780048045,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.001642226054976187,24.0,10.0
307,-6.380976780048045,6,50,0.045000000000000005,,5.0,9.553380191833548e-07,10016.435752466421,10000.0,14.0,0.39768562673618013,16.435752466421036,0.0016435752466421594,-6.380976780048045,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.001642226054976187,24.0,10.0
308,-6.380976780048045,6,50,0.045000000000000005,,5.0,9.553380191833548e-07,10016.435752466421,10000.0,14.0,0.39768562673618013,16.435752466421036,0.0016435752466421594,-6.380976780048045,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.001642226054976187,24.0,10.0
309,-6.863511444764614,5,50,0.045000000000000005,,5.0,-5.856864305208834e-07,9989.9371167395,10000.0,16.0,0.5344645005499231,-10.062883260499802,-0.0010062883260499866,-6.863511444764614,"{'fast_period': 5, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0010067949740653985,25.0,9.0
310,-6.863511444764614,5,50,0.045000000000000005,,5.0,-5.856864305208834e-07,9989.9371167395,10000.0,16.0,0.5344645005499231,-10.062883260499802,-0.0010062883260499866,-6.863511444764614,"{'fast_period': 5, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0010067949740653985,25.0,9.0
311,-6.863511444764614,5,50,0.045000000000000005,,5.0,-5.856864305208834e-07,9989.9371167395,10000.0,16.0,0.5344645005499231,-10.062883260499802,-0.0010062883260499866,-6.863511444764614,"{'fast_period': 5, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0010067949740653985,25.0,9.0
312,-6.863511444764614,5,50,0.045000000000000005,,5.0,-5.856864305208834e-07,9989.9371167395,10000.0,16.0,0.5344645005499231,-10.062883260499802,-0.0010062883260499866,-6.863511444764614,"{'fast_period': 5, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'trailing', 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0010067949740653985,25.0,9.0
