number,value,params_fast_period,params_slow_period,params_stop_loss_pct,params_stop_loss_type,params_take_profit_atr_mult,user_attrs_annualized_return,user_attrs_final_value,user_attrs_initial_capital,user_attrs_lost_trades,user_attrs_max_drawdown,user_attrs_pnl,user_attrs_pnl_pct,user_attrs_sharpe_ratio,user_attrs_strategy_params,user_attrs_total_return,user_attrs_total_trades,user_attrs_won_trades
62,-3.3701484417123977,5,45,0.04,atr,5.0,6.362465703614282e-06,10029.374024261457,10000.0,3.0,0.44682020243169157,29.374024261456725,0.0029374024261457077,-3.3701484417123977,"{'fast_period': 5, 'slow_period': 45, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.002933096689366184,6.0,3.0
63,-3.3701484417123977,5,45,0.04,atr,5.0,6.362465703614282e-06,10029.374024261457,10000.0,3.0,0.44682020243169157,29.374024261456725,0.0029374024261457077,-3.3701484417123977,"{'fast_period': 5, 'slow_period': 45, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.002933096689366184,6.0,3.0
64,-3.3701484417123977,5,45,0.04,atr,5.0,6.362465703614282e-06,10029.374024261457,10000.0,3.0,0.44682020243169157,29.374024261456725,0.0029374024261457077,-3.3701484417123977,"{'fast_period': 5, 'slow_period': 45, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.002933096689366184,6.0,3.0
65,-3.3701484417123977,5,45,0.04,atr,5.0,6.362465703614282e-06,10029.374024261457,10000.0,3.0,0.44682020243169157,29.374024261456725,0.0029374024261457077,-3.3701484417123977,"{'fast_period': 5, 'slow_period': 45, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.002933096689366184,6.0,3.0
66,-3.3701484417123977,5,45,0.04,atr,5.0,6.362465703614282e-06,10029.374024261457,10000.0,3.0,0.44682020243169157,29.374024261456725,0.0029374024261457077,-3.3701484417123977,"{'fast_period': 5, 'slow_period': 45, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.002933096689366184,6.0,3.0
67,-3.3701484417123977,5,45,0.04,atr,5.0,6.362465703614282e-06,10029.374024261457,10000.0,3.0,0.44682020243169157,29.374024261456725,0.0029374024261457077,-3.3701484417123977,"{'fast_period': 5, 'slow_period': 45, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.002933096689366184,6.0,3.0
68,-1.945381325232026,7,50,0.045000000000000005,trailing,5.0,2.991179240203965e-06,10013.798847958597,10000.0,3.0,0.4337135007078378,13.798847958596525,0.0013798847958597094,-1.945381325232026,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0013789336297340279,5.0,2.0
69,-1.945381325232026,7,50,0.045000000000000005,trailing,5.0,2.991179240203965e-06,10013.798847958597,10000.0,3.0,0.4337135007078378,13.798847958596525,0.0013798847958597094,-1.945381325232026,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 5.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0013789336297340279,5.0,2.0
70,-2.0275057510144445,7,50,0.045000000000000005,trailing,4.5,2.4285811478934133e-06,10011.202028682414,10000.0,3.0,0.4428675956800424,11.202028682413584,0.0011202028682413268,-2.0275057510144445,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195759091788635,5.0,2.0
71,-2.0275057510144445,7,50,0.045000000000000005,trailing,4.5,2.4285811478934133e-06,10011.202028682414,10000.0,3.0,0.4428675956800424,11.202028682413584,0.0011202028682413268,-2.0275057510144445,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195759091788635,5.0,2.0
72,-2.0275057510144445,7,50,0.045000000000000005,trailing,4.5,2.4285811478934133e-06,10011.202028682414,10000.0,3.0,0.4428675956800424,11.202028682413584,0.0011202028682413268,-2.0275057510144445,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195759091788635,5.0,2.0
73,-2.0275057510144445,7,50,0.045000000000000005,trailing,4.5,2.4285811478934133e-06,10011.202028682414,10000.0,3.0,0.4428675956800424,11.202028682413584,0.0011202028682413268,-2.0275057510144445,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195759091788635,5.0,2.0
74,-2.686572310409143,7,50,0.025,trailing,4.5,3.493384961286718e-06,10016.117479389179,10000.0,4.0,0.30376526273783894,16.117479389178698,0.00161174793891794,-2.686572310409143,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.025, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.001610450467153177,6.0,2.0
75,-2.0275057510144445,7,50,0.045000000000000005,trailing,4.5,2.4285811478934133e-06,10011.202028682414,10000.0,3.0,0.4428675956800424,11.202028682413584,0.0011202028682413268,-2.0275057510144445,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195759091788635,5.0,2.0
76,-2.0275057510144445,7,50,0.045000000000000005,trailing,4.5,2.4285811478934133e-06,10011.202028682414,10000.0,3.0,0.4428675956800424,11.202028682413584,0.0011202028682413268,-2.0275057510144445,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195759091788635,5.0,2.0
77,-2.0275057510144445,7,50,0.045000000000000005,trailing,4.5,2.4285811478934133e-06,10011.202028682414,10000.0,3.0,0.4428675956800424,11.202028682413584,0.0011202028682413268,-2.0275057510144445,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195759091788635,5.0,2.0
78,-2.0962991802788884,7,50,0.05,trailing,4.0,1.9801132235698542e-06,10009.132489541751,10000.0,3.0,0.43937498292606864,9.132489541751056,0.0009132489541752165,-2.0962991802788884,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 4.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0009128321960657029,5.0,2.0
79,-2.0962991802788884,7,50,0.05,trailing,4.0,1.9801132235698542e-06,10009.132489541751,10000.0,3.0,0.43937498292606864,9.132489541751056,0.0009132489541752165,-2.0962991802788884,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 4.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0009128321960657029,5.0,2.0
80,-3.5448487162525155,10,50,0.05,trailing,4.0,1.0183282216638761e-05,10047.055294979491,10000.0,1.0,0.30614161055536193,47.05529497949101,0.0047055294979490014,-3.5448487162525155,"{'fast_period': 10, 'slow_period': 50, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 4.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.004694493101870469,4.0,3.0
81,-3.5448487162525155,10,50,0.05,trailing,4.0,1.0183282216638761e-05,10047.055294979491,10000.0,1.0,0.30614161055536193,47.05529497949101,0.0047055294979490014,-3.5448487162525155,"{'fast_period': 10, 'slow_period': 50, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 4.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.004694493101870469,4.0,3.0
82,-2.0275057510144445,7,50,0.045000000000000005,trailing,4.5,2.4285811478934133e-06,10011.202028682414,10000.0,3.0,0.4428675956800424,11.202028682413584,0.0011202028682413268,-2.0275057510144445,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195759091788635,5.0,2.0
83,-2.0275057510144445,7,50,0.045000000000000005,trailing,4.5,2.4285811478934133e-06,10011.202028682414,10000.0,3.0,0.4428675956800424,11.202028682413584,0.0011202028682413268,-2.0275057510144445,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195759091788635,5.0,2.0
84,-2.0275057510144445,7,50,0.045000000000000005,trailing,4.5,2.4285811478934133e-06,10011.202028682414,10000.0,3.0,0.4428675956800424,11.202028682413584,0.0011202028682413268,-2.0275057510144445,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195759091788635,5.0,2.0
85,-2.0275057510144445,7,50,0.045000000000000005,trailing,4.5,2.4285811478934133e-06,10011.202028682414,10000.0,3.0,0.4428675956800424,11.202028682413584,0.0011202028682413268,-2.0275057510144445,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195759091788635,5.0,2.0
86,-2.0275057510144445,7,50,0.045000000000000005,trailing,4.5,2.4285811478934133e-06,10011.202028682414,10000.0,3.0,0.4428675956800424,11.202028682413584,0.0011202028682413268,-2.0275057510144445,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195759091788635,5.0,2.0
87,-2.0275057510144445,7,50,0.045000000000000005,trailing,4.5,2.4285811478934133e-06,10011.202028682414,10000.0,3.0,0.4428675956800424,11.202028682413584,0.0011202028682413268,-2.0275057510144445,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195759091788635,5.0,2.0
88,-2.0275057510144445,7,50,0.045000000000000005,trailing,4.5,2.4285811478934133e-06,10011.202028682414,10000.0,3.0,0.4428675956800424,11.202028682413584,0.0011202028682413268,-2.0275057510144445,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195759091788635,5.0,2.0
89,-4.536622638481711,17,50,0.045000000000000005,trailing,4.5,1.067702118158348e-05,10049.342402314496,10000.0,1.0,0.27247791903751994,49.34240231449621,0.004934240231449616,-4.536622638481711,"{'fast_period': 17, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0049221067647099844,4.0,3.0
90,-6.44607403009754,17,50,0.04,trailing,4.5,1.884288276325827e-06,10008.69034287054,10000.0,3.0,0.5109029531772141,8.690342870539098,0.0008690342870538714,-6.44607403009754,"{'fast_period': 17, 'slow_period': 50, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0008686568953862062,5.0,2.0
91,-7.498660684663556,13,50,0.04,trailing,4.0,9.624721508149817e-06,10044.468546593826,10000.0,2.0,0.2226818103592345,44.46854659382552,0.004446854659382549,-7.498660684663556,"{'fast_period': 13, 'slow_period': 50, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 4.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.004436996615257066,5.0,3.0
92,-7.347387583933171,14,50,0.04,trailing,4.0,1.029290840514649e-05,10047.563062604206,10000.0,2.0,0.23166129823343656,47.5630626042057,0.004756306260420562,-7.347387583933171,"{'fast_period': 14, 'slow_period': 50, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 4.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.004745030774772532,5.0,3.0
93,-6.44607403009754,17,50,0.04,trailing,4.5,1.884288276325827e-06,10008.69034287054,10000.0,3.0,0.5109029531772141,8.690342870539098,0.0008690342870538714,-6.44607403009754,"{'fast_period': 17, 'slow_period': 50, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0008686568953862062,5.0,2.0
94,-7.347387583933171,14,50,0.04,trailing,4.0,1.029290840514649e-05,10047.563062604206,10000.0,2.0,0.23166129823343656,47.5630626042057,0.004756306260420562,-7.347387583933171,"{'fast_period': 14, 'slow_period': 50, 'stop_loss_pct': 0.04, 'take_profit_atr_mult': 4.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.004745030774772532,5.0,3.0
95,-5.928285081543307,13,50,0.045000000000000005,trailing,4.5,9.290777824053328e-06,10042.92233938546,10000.0,2.0,0.2590565381125744,42.92233938546087,0.004292233938546053,-5.928285081543307,"{'fast_period': 13, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.004283048576888584,5.0,3.0
96,-2.3962245442577936,8,50,0.045000000000000005,trailing,4.5,4.080259459111127e-06,10018.827698001523,10000.0,3.0,0.3189171755926059,18.82769800152346,0.0018827698001524507,-2.3962245442577936,"{'fast_period': 8, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0018809996106502293,5.0,2.0
97,-2.3962245442577936,8,50,0.045000000000000005,trailing,4.5,4.080259459111127e-06,10018.827698001523,10000.0,3.0,0.3189171755926059,18.82769800152346,0.0018827698001524507,-2.3962245442577936,"{'fast_period': 8, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0018809996106502293,5.0,2.0
98,-4.186143881615957,9,50,0.045000000000000005,trailing,4.5,1.3293634434592999e-05,10061.471823252488,10000.0,1.0,0.25650700689635053,61.47182325248832,0.006147182325248801,-4.186143881615957,"{'fast_period': 9, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.006128365474347372,4.0,3.0
99,-4.186143881615957,9,50,0.045000000000000005,trailing,4.5,1.3293634434592999e-05,10061.471823252488,10000.0,1.0,0.25650700689635053,61.47182325248832,0.006147182325248801,-4.186143881615957,"{'fast_period': 9, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.006128365474347372,4.0,3.0
100,-3.4168541988553742,9,50,0.05,trailing,4.5,1.1009684137130613e-05,10050.88366375215,10000.0,1.0,0.3618766448333924,50.883663752150824,0.0050883663752150365,-3.4168541988553742,"{'fast_period': 9, 'slow_period': 50, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.005075464387217212,4.0,3.0
101,-3.4168541988553742,9,50,0.05,trailing,4.5,1.1009684137130613e-05,10050.88366375215,10000.0,1.0,0.3618766448333924,50.883663752150824,0.0050883663752150365,-3.4168541988553742,"{'fast_period': 9, 'slow_period': 50, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.005075464387217212,4.0,3.0
102,-2.0584699411392093,6,50,0.05,trailing,4.5,2.448312387645157e-06,10011.29309200662,10000.0,3.0,0.4361993866237385,11.29309200661919,0.0011293092006618988,-2.0584699411392093,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011286720107044174,5.0,2.0
103,-2.0584699411392093,6,50,0.05,trailing,4.5,2.448312387645157e-06,10011.29309200662,10000.0,3.0,0.4361993866237385,11.29309200661919,0.0011293092006618988,-2.0584699411392093,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011286720107044174,5.0,2.0
104,-3.3520782661579664,6,50,0.05,trailing,2.5,-3.4702189104503137e-06,9984.015080336763,10000.0,3.0,0.43738616070529224,-15.984919663236724,-0.0015984919663236674,-3.3520782661579664,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 2.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0015997709177175946,5.0,2.0
105,-2.0584699411392093,6,50,0.05,trailing,4.5,2.448312387645157e-06,10011.29309200662,10000.0,3.0,0.4361993866237385,11.29309200661919,0.0011293092006618988,-2.0584699411392093,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.05, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011286720107044174,5.0,2.0
106,-2.0275057510144445,7,50,0.045000000000000005,trailing,4.5,2.4285811478934133e-06,10011.202028682414,10000.0,3.0,0.4428675956800424,11.202028682413584,0.0011202028682413268,-2.0275057510144445,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195759091788635,5.0,2.0
107,-2.0275057510144445,7,50,0.045000000000000005,trailing,4.5,2.4285811478934133e-06,10011.202028682414,10000.0,3.0,0.4428675956800424,11.202028682413584,0.0011202028682413268,-2.0275057510144445,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195759091788635,5.0,2.0
108,-2.0275057510144445,7,50,0.045000000000000005,trailing,4.5,2.4285811478934133e-06,10011.202028682414,10000.0,3.0,0.4428675956800424,11.202028682413584,0.0011202028682413268,-2.0275057510144445,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195759091788635,5.0,2.0
109,-2.0275057510144445,7,50,0.045000000000000005,trailing,4.5,2.4285811478934133e-06,10011.202028682414,10000.0,3.0,0.4428675956800424,11.202028682413584,0.0011202028682413268,-2.0275057510144445,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195759091788635,5.0,2.0
110,-2.638004785822232,7,50,0.045000000000000005,trailing,3.5,-9.623150204247232e-07,9995.564711635916,10000.0,3.0,0.4345013965614763,-4.435288364084045,-0.00044352883640841334,-2.638004785822232,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 3.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0004436272244157974,5.0,2.0
111,-2.638004785822232,7,50,0.045000000000000005,trailing,3.5,-9.623150204247232e-07,9995.564711635916,10000.0,3.0,0.4345013965614763,-4.435288364084045,-0.00044352883640841334,-2.638004785822232,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 3.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0004436272244157974,5.0,2.0
112,-2.638004785822232,7,50,0.045000000000000005,trailing,3.5,-9.623150204247232e-07,9995.564711635916,10000.0,3.0,0.4345013965614763,-4.435288364084045,-0.00044352883640841334,-2.638004785822232,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 3.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0004436272244157974,5.0,2.0
113,-2.638004785822232,7,50,0.045000000000000005,trailing,3.5,-9.623150204247232e-07,9995.564711635916,10000.0,3.0,0.4345013965614763,-4.435288364084045,-0.00044352883640841334,-2.638004785822232,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 3.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",-0.0004436272244157974,5.0,2.0
114,-2.0275057510144445,7,50,0.045000000000000005,trailing,4.5,2.4285811478934133e-06,10011.202028682414,10000.0,3.0,0.4428675956800424,11.202028682413584,0.0011202028682413268,-2.0275057510144445,"{'fast_period': 7, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0011195759091788635,5.0,2.0
115,-3.0993032351370458,8,50,0.03,trailing,4.5,1.7679983010408074e-06,10008.153794580207,10000.0,4.0,0.3041209570765803,8.153794580206522,0.0008153794580205709,-3.0993032351370458,"{'fast_period': 8, 'slow_period': 50, 'stop_loss_pct': 0.03, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0008150472167798123,6.0,2.0
116,-3.2628054839834113,8,30,0.045000000000000005,trailing,4.5,7.879223825938442e-06,10036.389270605732,10000.0,3.0,0.3987856262192959,36.389270605732236,0.003638927060573227,-3.2628054839834113,"{'fast_period': 8, 'slow_period': 30, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0036323221837576223,6.0,3.0
117,-8.140277209931371,8,25,0.045000000000000005,trailing,4.5,1.5668945550726024e-05,10072.495354660416,10000.0,2.0,0.394205728720768,72.49535466041561,0.007249535466041568,-8.140277209931371,"{'fast_period': 8, 'slow_period': 25, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.007223383898884697,7.0,4.0
118,-3.0993032351370458,8,50,0.03,trailing,4.5,1.7679983010408074e-06,10008.153794580207,10000.0,4.0,0.3041209570765803,8.153794580206522,0.0008153794580205709,-3.0993032351370458,"{'fast_period': 8, 'slow_period': 50, 'stop_loss_pct': 0.03, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0008150472167798123,6.0,2.0
119,-7.84009008768652,8,25,0.03,trailing,4.5,1.5893162283552734e-05,10073.536541011961,10000.0,3.0,0.23101879774178413,73.53654101196116,0.007353654101196039,-7.84009008768652,"{'fast_period': 8, 'slow_period': 25, 'stop_loss_pct': 0.03, 'take_profit_atr_mult': 4.5, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.00732674781271781,8.0,4.0
120,-3.534366368879534,6,50,0.025,fixed,4.0,3.347874596332879e-06,10015.445617976316,10000.0,4.0,0.2309419477618966,15.445617976316498,0.0015445617976317383,-3.534366368879534,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.025, 'take_profit_atr_mult': 4.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0015433701889094574,6.0,2.0
121,-3.6838869101282254,6,50,0.015,fixed,4.0,3.559269662375116e-06,10016.421702014966,10000.0,5.0,0.18449293479945117,16.421702014966286,0.0016421702014965955,-3.6838869101282254,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.015, 'take_profit_atr_mult': 4.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0016408233143549284,7.0,2.0
122,-2.129086714819556,6,50,0.045000000000000005,fixed,4.0,1.9998386824235692e-06,10009.223507366614,10000.0,3.0,0.43628920143492056,9.223507366614285,0.0009223507366613592,-2.129086714819556,"{'fast_period': 6, 'slow_period': 50, 'stop_loss_pct': 0.045000000000000005, 'take_profit_atr_mult': 4.0, 'stop_loss_type': 'fixed', 'use_stop_loss': True, 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0009219256325972655,5.0,2.0
