number,value,params_atr_period,params_avoid_strong_trend,params_bb_dev,params_bb_period,params_reentry_cooldown_bars,params_rsi_exit,params_rsi_oversold,params_rsi_period,params_stop_loss_atr_mult,params_stop_loss_type,params_take_profit_atr_mult,params_take_profit_pct,params_take_profit_type,params_trend_long_period,params_use_invalidation,user_attrs_annualized_return,user_attrs_final_value,user_attrs_initial_capital,user_attrs_lost_trades,user_attrs_max_drawdown,user_attrs_pnl,user_attrs_pnl_pct,user_attrs_sharpe_ratio,user_attrs_strategy_params,user_attrs_total_return,user_attrs_total_trades,user_attrs_won_trades
174,-15.423211470244798,18.0,False,2.0,25.0,7.0,60.0,30.0,26.0,3.5,,4.5,,,110.0,True,1.126552371831079e-06,10030.745720441824,10000.0,0.0,0.1463447044211893,30.745720441824233,0.0030745720441824886,-15.423211470244798,"{'trend_long_period': 110, 'avoid_strong_trend': False, 'rsi_period': 26, 'rsi_oversold': 30, 'rsi_exit': 60, 'bb_period': 25, 'bb_dev': 2.0, 'use_invalidation': True, 'reentry_cooldown_bars': 7, 'atr_period': 18, 'stop_loss_atr_mult': 3.5, 'take_profit_atr_mult': 4.5, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.00306985521323969,2.0,2.0
175,-14.821205131186854,24.0,False,2.0,25.0,7.0,60.0,30.0,26.0,3.5,,4.5,,,110.0,True,1.1600762973754128e-06,10031.662097973536,10000.0,0.0,0.1463447044211893,31.66209797353622,0.003166209797353714,-14.821205131186854,"{'trend_long_period': 110, 'avoid_strong_trend': False, 'rsi_period': 26, 'rsi_oversold': 30, 'rsi_exit': 60, 'bb_period': 25, 'bb_dev': 2.0, 'use_invalidation': True, 'reentry_cooldown_bars': 7, 'atr_period': 24, 'stop_loss_atr_mult': 3.5, 'take_profit_atr_mult': 4.5, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0031612079103479998,2.0,2.0
176,-7.6612194852747235,24.0,False,2.0,25.0,7.0,60.0,30.0,20.0,3.5,,4.5,,,110.0,True,2.7691101582704747e-06,10075.743666646362,10000.0,0.0,0.1763008556278996,75.74366664636182,0.0075743666646361785,-7.6612194852747235,"{'trend_long_period': 110, 'avoid_strong_trend': False, 'rsi_period': 20, 'rsi_oversold': 30, 'rsi_exit': 60, 'bb_period': 25, 'bb_dev': 2.0, 'use_invalidation': True, 'reentry_cooldown_bars': 7, 'atr_period': 24, 'stop_loss_atr_mult': 3.5, 'take_profit_atr_mult': 4.5, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0075458251812870435,7.0,7.0
177,-7.498391652730802,24.0,False,2.0,25.0,8.0,60.0,30.0,20.0,3.5,,5.0,,,280.0,True,2.759287570399936e-06,10075.473977339445,10000.0,0.0,0.17630557814888279,75.4739773394449,0.0075473977339444165,-7.498391652730802,"{'trend_long_period': 280, 'avoid_strong_trend': False, 'rsi_period': 20, 'rsi_oversold': 30, 'rsi_exit': 60, 'bb_period': 25, 'bb_dev': 2.0, 'use_invalidation': True, 'reentry_cooldown_bars': 8, 'atr_period': 24, 'stop_loss_atr_mult': 3.5, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.007519058629339825,5.0,5.0
178,-1.0,12.0,False,2.0,25.0,7.0,60.0,25.0,26.0,3.5,,4.5,,,110.0,True,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 110, 'avoid_strong_trend': False, 'rsi_period': 26, 'rsi_oversold': 25, 'rsi_exit': 60, 'bb_period': 25, 'bb_dev': 2.0, 'use_invalidation': True, 'reentry_cooldown_bars': 7, 'atr_period': 12, 'stop_loss_atr_mult': 3.5, 'take_profit_atr_mult': 4.5, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0,0.0,0.0
179,-1.0,12.0,False,2.0,25.0,7.0,60.0,25.0,26.0,3.5,,4.5,,,110.0,True,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 110, 'avoid_strong_trend': False, 'rsi_period': 26, 'rsi_oversold': 25, 'rsi_exit': 60, 'bb_period': 25, 'bb_dev': 2.0, 'use_invalidation': True, 'reentry_cooldown_bars': 7, 'atr_period': 12, 'stop_loss_atr_mult': 3.5, 'take_profit_atr_mult': 4.5, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0,0.0,0.0
180,-1.0,12.0,False,2.0,25.0,7.0,60.0,25.0,26.0,3.5,,4.5,,,110.0,True,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 110, 'avoid_strong_trend': False, 'rsi_period': 26, 'rsi_oversold': 25, 'rsi_exit': 60, 'bb_period': 25, 'bb_dev': 2.0, 'use_invalidation': True, 'reentry_cooldown_bars': 7, 'atr_period': 12, 'stop_loss_atr_mult': 3.5, 'take_profit_atr_mult': 4.5, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0,0.0,0.0
181,-3.839255765753156,12.0,False,1.5,25.0,7.0,60.0,25.0,20.0,3.5,,4.5,,,110.0,True,3.059096715892112e-06,10083.70880066281,10000.0,0.0,0.1767798798665307,83.70880066280915,0.00837088006628095,-3.839255765753156,"{'trend_long_period': 110, 'avoid_strong_trend': False, 'rsi_period': 20, 'rsi_oversold': 25, 'rsi_exit': 60, 'bb_period': 25, 'bb_dev': 1.5, 'use_invalidation': True, 'reentry_cooldown_bars': 7, 'atr_period': 12, 'stop_loss_atr_mult': 3.5, 'take_profit_atr_mult': 4.5, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.008336038550806005,1.0,1.0
182,-53.35822661923923,28.0,True,1.75,25.0,5.0,60.0,25.0,16.0,1.5,,5.0,,,230.0,True,1.4596625706718483e-07,10003.978371667308,10000.0,1.0,0.037400494705835924,3.978371667308238,0.0003978371667308078,-53.35822661923923,"{'trend_long_period': 230, 'avoid_strong_trend': True, 'rsi_period': 16, 'rsi_oversold': 25, 'rsi_exit': 60, 'bb_period': 25, 'bb_dev': 1.75, 'use_invalidation': True, 'reentry_cooldown_bars': 5, 'atr_period': 28, 'stop_loss_atr_mult': 1.5, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0003977580505080787,3.0,2.0
183,-8.101126233474949,12.0,True,1.75,25.0,5.0,60.0,25.0,16.0,1.5,,5.0,,,200.0,True,1.6643677653886528e-06,10045.457026634838,10000.0,1.0,0.1774857766317911,45.45702663483826,0.004545702663483864,-8.101126233474949,"{'trend_long_period': 200, 'avoid_strong_trend': True, 'rsi_period': 16, 'rsi_oversold': 25, 'rsi_exit': 60, 'bb_period': 25, 'bb_dev': 1.75, 'use_invalidation': True, 'reentry_cooldown_bars': 5, 'atr_period': 12, 'stop_loss_atr_mult': 1.5, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.004535402160684079,4.0,3.0
184,-50.70985913447548,12.0,True,1.75,25.0,5.0,60.0,25.0,16.0,1.5,,5.0,,,230.0,True,1.6151897713346685e-07,10004.402360881642,10000.0,1.0,0.037398910175765965,4.40236088164238,0.00044023608816434745,-50.70985913447548,"{'trend_long_period': 230, 'avoid_strong_trend': True, 'rsi_period': 16, 'rsi_oversold': 25, 'rsi_exit': 60, 'bb_period': 25, 'bb_dev': 1.75, 'use_invalidation': True, 'reentry_cooldown_bars': 5, 'atr_period': 12, 'stop_loss_atr_mult': 1.5, 'take_profit_atr_mult': 5.0, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.00044013921268869715,3.0,2.0
185,-57.022086935757876,12.0,True,1.75,15.0,5.0,50.0,25.0,16.0,1.5,,4.0,,,230.0,True,1.2608294449141187e-07,10003.436350527412,10000.0,1.0,0.03740252053969213,3.436350527412287,0.0003436350527412646,-57.022086935757876,"{'trend_long_period': 230, 'avoid_strong_trend': True, 'rsi_period': 16, 'rsi_oversold': 25, 'rsi_exit': 50, 'bb_period': 15, 'bb_dev': 1.75, 'use_invalidation': True, 'reentry_cooldown_bars': 5, 'atr_period': 12, 'stop_loss_atr_mult': 1.5, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.00034357602373909734,3.0,2.0
186,-1.0,14.0,True,2.5,15.0,8.0,50.0,20.0,24.0,4.0,,4.0,,,190.0,True,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 190, 'avoid_strong_trend': True, 'rsi_period': 24, 'rsi_oversold': 20, 'rsi_exit': 50, 'bb_period': 15, 'bb_dev': 2.5, 'use_invalidation': True, 'reentry_cooldown_bars': 8, 'atr_period': 14, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0,0.0,0.0
187,-1.0,14.0,True,2.5,15.0,9.0,50.0,20.0,24.0,4.0,,4.0,,,190.0,True,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 190, 'avoid_strong_trend': True, 'rsi_period': 24, 'rsi_oversold': 20, 'rsi_exit': 50, 'bb_period': 15, 'bb_dev': 2.5, 'use_invalidation': True, 'reentry_cooldown_bars': 9, 'atr_period': 14, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0,0.0,0.0
188,-1.0,14.0,True,2.5,15.0,8.0,50.0,20.0,24.0,4.0,,4.0,,,220.0,True,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 220, 'avoid_strong_trend': True, 'rsi_period': 24, 'rsi_oversold': 20, 'rsi_exit': 50, 'bb_period': 15, 'bb_dev': 2.5, 'use_invalidation': True, 'reentry_cooldown_bars': 8, 'atr_period': 14, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0,0.0,0.0
189,-1.0,14.0,True,2.75,15.0,8.0,50.0,20.0,24.0,2.0,,4.0,,,220.0,True,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 220, 'avoid_strong_trend': True, 'rsi_period': 24, 'rsi_oversold': 20, 'rsi_exit': 50, 'bb_period': 15, 'bb_dev': 2.75, 'use_invalidation': True, 'reentry_cooldown_bars': 8, 'atr_period': 14, 'stop_loss_atr_mult': 2.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0,0.0,0.0
190,-1.0,14.0,True,2.5,15.0,8.0,50.0,20.0,24.0,4.0,,4.0,,,190.0,True,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 190, 'avoid_strong_trend': True, 'rsi_period': 24, 'rsi_oversold': 20, 'rsi_exit': 50, 'bb_period': 15, 'bb_dev': 2.5, 'use_invalidation': True, 'reentry_cooldown_bars': 8, 'atr_period': 14, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0,0.0,0.0
191,-1.0,14.0,True,2.5,15.0,8.0,50.0,20.0,24.0,4.0,,4.0,,,190.0,True,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 190, 'avoid_strong_trend': True, 'rsi_period': 24, 'rsi_oversold': 20, 'rsi_exit': 50, 'bb_period': 15, 'bb_dev': 2.5, 'use_invalidation': True, 'reentry_cooldown_bars': 8, 'atr_period': 14, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0,0.0,0.0
192,-1.0,14.0,True,2.5,15.0,8.0,50.0,20.0,24.0,4.0,,4.0,,,220.0,True,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 220, 'avoid_strong_trend': True, 'rsi_period': 24, 'rsi_oversold': 20, 'rsi_exit': 50, 'bb_period': 15, 'bb_dev': 2.5, 'use_invalidation': True, 'reentry_cooldown_bars': 8, 'atr_period': 14, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 4.0, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0,0.0,0.0
193,-274.1096860181,30.0,True,2.5,15.0,9.0,50.0,20.0,8.0,4.0,,3.0,,,270.0,False,4.6512912688413335e-08,10001.267557199035,10000.0,0.0,0.01910682271362826,1.2675571990348544,0.00012675571990339307,-274.1096860181,"{'trend_long_period': 270, 'avoid_strong_trend': True, 'rsi_period': 8, 'rsi_oversold': 20, 'rsi_exit': 50, 'bb_period': 15, 'bb_dev': 2.5, 'use_invalidation': False, 'reentry_cooldown_bars': 9, 'atr_period': 30, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 3.0, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.00012674768707592634,1.0,1.0
194,-274.1096860181,16.0,True,2.5,15.0,9.0,50.0,20.0,8.0,4.0,,3.0,,,270.0,False,4.6512912688413335e-08,10001.267557199035,10000.0,0.0,0.01910682271362826,1.2675571990348544,0.00012675571990339307,-274.1096860181,"{'trend_long_period': 270, 'avoid_strong_trend': True, 'rsi_period': 8, 'rsi_oversold': 20, 'rsi_exit': 50, 'bb_period': 15, 'bb_dev': 2.5, 'use_invalidation': False, 'reentry_cooldown_bars': 9, 'atr_period': 16, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 3.0, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.00012674768707592634,1.0,1.0
195,-11.878428347317593,16.0,True,2.5,10.0,9.0,50.0,20.0,8.0,4.0,,3.0,,,100.0,False,1.0452927706037193e-06,10028.524834106487,10000.0,0.0,0.09313864854194037,28.524834106487106,0.0028524834106486985,-11.878428347317593,"{'trend_long_period': 100, 'avoid_strong_trend': True, 'rsi_period': 8, 'rsi_oversold': 20, 'rsi_exit': 50, 'bb_period': 10, 'bb_dev': 2.5, 'use_invalidation': False, 'reentry_cooldown_bars': 9, 'atr_period': 16, 'stop_loss_atr_mult': 4.0, 'take_profit_atr_mult': 3.0, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.002848422799895135,1.0,1.0
196,-1.0,10.0,True,2.0,25.0,0.0,60.0,25.0,26.0,3.0,,3.0,,,100.0,False,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 100, 'avoid_strong_trend': True, 'rsi_period': 26, 'rsi_oversold': 25, 'rsi_exit': 60, 'bb_period': 25, 'bb_dev': 2.0, 'use_invalidation': False, 'reentry_cooldown_bars': 0, 'atr_period': 10, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 3.0, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0,0.0,0.0
197,-1.0,10.0,True,2.0,25.0,0.0,60.0,25.0,26.0,3.0,,3.0,,,100.0,False,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 100, 'avoid_strong_trend': True, 'rsi_period': 26, 'rsi_oversold': 25, 'rsi_exit': 60, 'bb_period': 25, 'bb_dev': 2.0, 'use_invalidation': False, 'reentry_cooldown_bars': 0, 'atr_period': 10, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 3.0, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0,0.0,0.0
198,-1.0,10.0,False,2.0,25.0,0.0,60.0,25.0,26.0,3.0,,3.0,,,100.0,False,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 100, 'avoid_strong_trend': False, 'rsi_period': 26, 'rsi_oversold': 25, 'rsi_exit': 60, 'bb_period': 25, 'bb_dev': 2.0, 'use_invalidation': False, 'reentry_cooldown_bars': 0, 'atr_period': 10, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 3.0, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0,0.0,0.0
199,-1.0,10.0,False,2.0,25.0,0.0,60.0,25.0,26.0,3.0,,2.5,,,100.0,False,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 100, 'avoid_strong_trend': False, 'rsi_period': 26, 'rsi_oversold': 25, 'rsi_exit': 60, 'bb_period': 25, 'bb_dev': 2.0, 'use_invalidation': False, 'reentry_cooldown_bars': 0, 'atr_period': 10, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 2.5, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0,0.0,0.0
200,-1.0,10.0,False,2.0,25.0,0.0,60.0,25.0,26.0,3.0,,2.5,,,200.0,False,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 200, 'avoid_strong_trend': False, 'rsi_period': 26, 'rsi_oversold': 25, 'rsi_exit': 60, 'bb_period': 25, 'bb_dev': 2.0, 'use_invalidation': False, 'reentry_cooldown_bars': 0, 'atr_period': 10, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 2.5, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0,0.0,0.0
201,-1.0,10.0,False,2.0,25.0,0.0,60.0,25.0,26.0,3.0,,2.5,,,200.0,True,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 200, 'avoid_strong_trend': False, 'rsi_period': 26, 'rsi_oversold': 25, 'rsi_exit': 60, 'bb_period': 25, 'bb_dev': 2.0, 'use_invalidation': True, 'reentry_cooldown_bars': 0, 'atr_period': 10, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 2.5, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0,0.0,0.0
202,-57.53352403193912,20.0,False,2.0,25.0,7.0,60.0,25.0,14.0,3.0,,2.5,,,210.0,True,5.370194898265625e-07,10014.644493700127,10000.0,0.0,0.16372536456899398,14.644493700126986,0.001464449370012666,-57.53352403193912,"{'trend_long_period': 210, 'avoid_strong_trend': False, 'rsi_period': 14, 'rsi_oversold': 25, 'rsi_exit': 60, 'bb_period': 25, 'bb_dev': 2.0, 'use_invalidation': True, 'reentry_cooldown_bars': 7, 'atr_period': 20, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 2.5, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0014633781097773827,6.0,6.0
203,-59.21191799437452,20.0,False,2.0,25.0,7.0,60.0,25.0,14.0,3.0,,2.5,,,100.0,True,5.797066828918246e-07,10015.809490953196,10000.0,0.0,0.1637063208496165,15.809490953195564,0.0015809490953195837,-59.21191799437452,"{'trend_long_period': 100, 'avoid_strong_trend': False, 'rsi_period': 14, 'rsi_oversold': 25, 'rsi_exit': 60, 'bb_period': 25, 'bb_dev': 2.0, 'use_invalidation': True, 'reentry_cooldown_bars': 7, 'atr_period': 20, 'stop_loss_atr_mult': 3.0, 'take_profit_atr_mult': 2.5, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.001579700710880222,7.0,7.0
204,-63.05493238725719,30.0,False,2.75,30.0,1.0,45.0,25.0,14.0,2.0,,2.5,,,300.0,True,3.5063827173118134e-07,10009.559459157816,10000.0,0.0,0.16380853938885484,9.559459157815581,0.0009559459157815198,-63.05493238725719,"{'trend_long_period': 300, 'avoid_strong_trend': False, 'rsi_period': 14, 'rsi_oversold': 25, 'rsi_exit': 45, 'bb_period': 30, 'bb_dev': 2.75, 'use_invalidation': True, 'reentry_cooldown_bars': 1, 'atr_period': 30, 'stop_loss_atr_mult': 2.0, 'take_profit_atr_mult': 2.5, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0009554892904674691,4.0,4.0
205,-63.05493238725719,30.0,False,2.75,30.0,7.0,45.0,25.0,14.0,2.0,,2.5,,,300.0,True,3.5063827173118134e-07,10009.559459157816,10000.0,0.0,0.16380853938885484,9.559459157815581,0.0009559459157815198,-63.05493238725719,"{'trend_long_period': 300, 'avoid_strong_trend': False, 'rsi_period': 14, 'rsi_oversold': 25, 'rsi_exit': 45, 'bb_period': 30, 'bb_dev': 2.75, 'use_invalidation': True, 'reentry_cooldown_bars': 7, 'atr_period': 30, 'stop_loss_atr_mult': 2.0, 'take_profit_atr_mult': 2.5, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0009554892904674691,4.0,4.0
206,-63.05493238725719,30.0,False,2.75,30.0,7.0,45.0,25.0,14.0,2.0,,2.5,,,300.0,True,3.5063827173118134e-07,10009.559459157816,10000.0,0.0,0.16380853938885484,9.559459157815581,0.0009559459157815198,-63.05493238725719,"{'trend_long_period': 300, 'avoid_strong_trend': False, 'rsi_period': 14, 'rsi_oversold': 25, 'rsi_exit': 45, 'bb_period': 30, 'bb_dev': 2.75, 'use_invalidation': True, 'reentry_cooldown_bars': 7, 'atr_period': 30, 'stop_loss_atr_mult': 2.0, 'take_profit_atr_mult': 2.5, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0009554892904674691,4.0,4.0
207,-63.05493238725719,30.0,False,2.75,30.0,7.0,45.0,25.0,14.0,3.5,,2.5,,,300.0,True,3.5063827173118134e-07,10009.559459157816,10000.0,0.0,0.16380853938885484,9.559459157815581,0.0009559459157815198,-63.05493238725719,"{'trend_long_period': 300, 'avoid_strong_trend': False, 'rsi_period': 14, 'rsi_oversold': 25, 'rsi_exit': 45, 'bb_period': 30, 'bb_dev': 2.75, 'use_invalidation': True, 'reentry_cooldown_bars': 7, 'atr_period': 30, 'stop_loss_atr_mult': 3.5, 'take_profit_atr_mult': 2.5, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0009554892904674691,4.0,4.0
208,-81.14905070006989,30.0,False,2.75,30.0,7.0,45.0,25.0,14.0,2.0,,2.0,,,300.0,True,2.885767269695239e-07,10007.866808521856,10000.0,0.0,0.15133517454898934,7.866808521856001,0.0007866808521856949,-81.14905070006989,"{'trend_long_period': 300, 'avoid_strong_trend': False, 'rsi_period': 14, 'rsi_oversold': 25, 'rsi_exit': 45, 'bb_period': 30, 'bb_dev': 2.75, 'use_invalidation': True, 'reentry_cooldown_bars': 7, 'atr_period': 30, 'stop_loss_atr_mult': 2.0, 'take_profit_atr_mult': 2.0, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0007863715809919526,4.0,4.0
209,-1.0,18.0,True,3.0,10.0,5.0,55.0,20.0,30.0,3.5,,2.0,,,130.0,True,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 130, 'avoid_strong_trend': True, 'rsi_period': 30, 'rsi_oversold': 20, 'rsi_exit': 55, 'bb_period': 10, 'bb_dev': 3.0, 'use_invalidation': True, 'reentry_cooldown_bars': 5, 'atr_period': 18, 'stop_loss_atr_mult': 3.5, 'take_profit_atr_mult': 2.0, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0,0.0,0.0
210,-1.0,18.0,True,1.5,10.0,5.0,55.0,20.0,30.0,2.5,,2.0,,,120.0,True,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 120, 'avoid_strong_trend': True, 'rsi_period': 30, 'rsi_oversold': 20, 'rsi_exit': 55, 'bb_period': 10, 'bb_dev': 1.5, 'use_invalidation': True, 'reentry_cooldown_bars': 5, 'atr_period': 18, 'stop_loss_atr_mult': 2.5, 'take_profit_atr_mult': 2.0, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0,0.0,0.0
211,-1.0,18.0,True,1.5,10.0,5.0,55.0,20.0,28.0,2.5,,2.0,,,130.0,True,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 130, 'avoid_strong_trend': True, 'rsi_period': 28, 'rsi_oversold': 20, 'rsi_exit': 55, 'bb_period': 10, 'bb_dev': 1.5, 'use_invalidation': True, 'reentry_cooldown_bars': 5, 'atr_period': 18, 'stop_loss_atr_mult': 2.5, 'take_profit_atr_mult': 2.0, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0,0.0,0.0
212,-1.0,16.0,True,1.5,10.0,5.0,55.0,20.0,30.0,2.5,,2.0,,,130.0,True,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 130, 'avoid_strong_trend': True, 'rsi_period': 30, 'rsi_oversold': 20, 'rsi_exit': 55, 'bb_period': 10, 'bb_dev': 1.5, 'use_invalidation': True, 'reentry_cooldown_bars': 5, 'atr_period': 16, 'stop_loss_atr_mult': 2.5, 'take_profit_atr_mult': 2.0, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0,0.0,0.0
213,-1.0,18.0,True,1.5,10.0,5.0,55.0,20.0,30.0,2.5,,2.0,,,280.0,True,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 280, 'avoid_strong_trend': True, 'rsi_period': 30, 'rsi_oversold': 20, 'rsi_exit': 55, 'bb_period': 10, 'bb_dev': 1.5, 'use_invalidation': True, 'reentry_cooldown_bars': 5, 'atr_period': 18, 'stop_loss_atr_mult': 2.5, 'take_profit_atr_mult': 2.0, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0,0.0,0.0
214,-1.0,18.0,True,1.5,10.0,5.0,55.0,20.0,30.0,2.5,,2.0,,,130.0,True,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,,"{'trend_long_period': 130, 'avoid_strong_trend': True, 'rsi_period': 30, 'rsi_oversold': 20, 'rsi_exit': 55, 'bb_period': 10, 'bb_dev': 1.5, 'use_invalidation': True, 'reentry_cooldown_bars': 5, 'atr_period': 18, 'stop_loss_atr_mult': 2.5, 'take_profit_atr_mult': 2.0, 'use_stop_loss': True, 'stop_loss_type': 'atr', 'use_take_profit': True, 'take_profit_type': 'atr'}",0.0,0.0,0.0
